ID,Month,DayofMonth,DayOfWeek,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,TotalDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
75,1,3,4,1232,134,135,120,11,23,12,JAX,PHL,742,5,9,,,,,
76,1,3,4,977,52,50,39,10,18,8,JAX,TPA,180,4,9,,,,,
77,1,3,4,1574,54,50,36,62,120,58,JAX,TPA,180,4,14,0,0,4,0,58
78,1,3,4,2019,51,55,38,5,14,9,JAX,TPA,180,4,9,,,,,
79,1,3,4,500,75,85,60,43,96,53,LAS,ABQ,487,4,11,15,0,0,0,28
81,1,3,4,890,74,80,60,77,160,83,LAS,ABQ,487,4,10,7,0,0,0,70
82,1,3,4,1171,83,90,65,50,107,57,LAS,ABQ,487,3,15,50,0,0,0,0
84,1,3,4,1925,79,85,60,8,22,14,LAS,ABQ,487,4,15,,,,,
86,1,3,4,302,256,275,243,78,175,97,LAS,ALB,2237,3,10,8,0,0,0,70
87,1,3,4,1079,124,120,91,38,72,34,LAS,AMA,758,5,28,3,0,4,0,31
88,1,3,4,155,148,160,131,4,20,16,LAS,AUS,1090,3,14,,,,,
89,1,3,4,2021,146,155,127,54,117,63,LAS,AUS,1090,5,14,23,0,0,0,31
90,1,3,4,3222,149,160,135,4,19,15,LAS,AUS,1090,4,10,,,,,
91,1,3,4,1018,275,285,253,49,108,59,LAS,BDL,2298,9,13,19,0,0,0,30
94,1,3,4,419,196,210,178,31,76,45,LAS,BNA,1588,6,12,2,0,0,0,29
95,1,3,4,2032,204,210,183,20,46,26,LAS,BNA,1588,6,15,18,0,0,0,2
96,1,3,4,3940,196,205,177,60,129,69,LAS,BNA,1588,5,14,0,0,22,0,38
98,1,3,4,538,98,110,73,24,60,36,LAS,BOI,520,3,22,9,0,0,0,15
99,1,3,4,2383,233,250,221,52,121,69,LAS,BUF,1987,2,10,48,0,0,0,4
101,1,3,4,219,66,60,46,69,132,63,LAS,BUR,223,3,17,17,0,6,0,46
102,1,3,4,391,58,60,46,36,74,38,LAS,BUR,223,2,10,20,0,0,0,16
104,1,3,4,815,64,60,48,55,106,51,LAS,BUR,223,3,13,4,0,4,0,47
105,1,3,4,1072,59,60,43,210,421,211,LAS,BUR,223,3,13,114,0,0,0,96
106,1,3,4,1328,64,65,50,13,27,14,LAS,BUR,223,2,12,,,,,
107,1,3,4,1586,57,65,46,2,12,10,LAS,BUR,223,2,9,,,,,
108,1,3,4,1838,60,65,47,11,27,16,LAS,BUR,223,2,11,,,,,
109,1,3,4,2284,66,70,46,52,108,56,LAS,BUR,223,2,18,1,0,0,0,51
111,1,3,4,2874,73,65,47,17,26,9,LAS,BUR,223,2,24,9,0,8,0,0
113,1,3,4,1774,260,265,244,18,41,23,LAS,BWI,2106,6,10,18,0,0,0,0
114,1,3,4,2632,245,260,230,32,79,47,LAS,BWI,2106,5,10,7,0,0,0,25
116,1,3,4,818,242,240,213,13,24,11,LAS,CLE,1825,8,21,,,,,
117,1,3,4,564,212,230,195,51,120,69,LAS,CMH,1772,2,15,10,0,0,0,41
118,1,3,4,991,235,230,201,15,25,10,LAS,CMH,1772,6,28,10,0,5,0,0
120,1,3,4,157,101,110,79,8,25,17,LAS,DEN,629,9,13,,,,,
121,1,3,4,632,96,110,77,63,140,77,LAS,DEN,629,6,13,0,0,7,0,56
122,1,3,4,706,110,115,88,112,229,117,LAS,DEN,629,8,14,0,0,0,0,112
123,1,3,4,908,96,110,78,16,46,30,LAS,DEN,629,6,12,7,0,0,0,9
124,1,3,4,1582,101,115,85,0,14,14,LAS,DEN,629,7,9,,,,,
125,1,3,4,2907,109,120,80,16,43,27,LAS,DEN,629,8,21,2,0,0,0,14
126,1,3,4,2192,92,95,78,32,67,35,LAS,ELP,584,2,12,10,0,0,0,22
127,1,3,4,2280,91,100,73,0,9,9,LAS,ELP,584,3,15,,,,,
128,1,3,4,1636,128,155,116,0,27,27,LAS,GEG,806,3,9,,,,,
129,1,3,4,2803,135,150,116,50,115,65,LAS,GEG,806,4,15,50,0,0,0,0
130,1,3,4,719,159,175,143,33,82,49,LAS,HOU,1235,3,13,12,0,0,0,21
131,1,3,4,1776,174,180,147,4,14,10,LAS,HOU,1235,3,24,,,,,
132,1,3,4,3244,158,175,146,-8,1,9,LAS,HOU,1235,3,9,,,,,
133,1,3,4,3746,163,165,150,39,80,41,LAS,HOU,1235,4,9,17,0,0,0,22
134,1,3,4,1027,252,260,232,22,52,30,LAS,IAD,2066,7,13,6,0,0,0,16
135,1,3,4,1924,194,215,176,254,529,275,LAS,IND,1591,9,9,0,0,0,8,246
136,1,3,4,3920,208,215,179,32,71,39,LAS,IND,1591,8,21,32,0,0,0,0
137,1,3,4,3144,295,285,269,62,114,52,LAS,ISP,2283,4,22,13,0,10,0,39
138,1,3,4,82,60,65,42,18,41,23,LAS,LAX,236,6,12,0,0,0,12,6
139,1,3,4,135,59,65,40,11,28,17,LAS,LAX,236,7,12,,,,,
140,1,3,4,317,73,65,41,34,60,26,LAS,LAX,236,16,16,18,0,8,0,8
141,1,3,4,337,61,60,42,17,33,16,LAS,LAX,236,7,12,16,0,1,0,0
142,1,3,4,354,68,65,41,64,125,61,LAS,LAX,236,9,18,61,0,3,0,0
145,1,3,4,1061,68,65,47,18,33,15,LAS,LAX,236,5,16,10,0,3,0,5
147,1,3,4,1928,72,70,43,30,58,28,LAS,LAX,236,7,22,0,0,2,0,28
148,1,3,4,2367,82,70,45,54,96,42,LAS,LAX,236,7,30,15,0,12,0,27
149,1,3,4,2896,65,65,44,38,76,38,LAS,LAX,236,11,10,13,0,0,0,25
152,1,3,4,2382,114,120,90,41,88,47,LAS,LBB,775,4,20,25,0,0,0,16
153,1,3,4,565,164,175,148,-2,7,9,LAS,LIT,1295,4,12,,,,,
154,1,3,4,43,117,120,95,27,57,30,LAS,MAF,796,2,20,27,0,0,0,0
155,1,3,4,213,175,170,139,21,37,16,LAS,MCI,1140,4,32,1,0,5,0,15
156,1,3,4,411,156,165,131,64,137,73,LAS,MCI,1140,7,18,14,0,0,0,50
157,1,3,4,1004,143,165,130,36,94,58,LAS,MCI,1140,5,8,4,0,0,0,32
158,1,3,4,1405,157,170,130,59,131,72,LAS,MCI,1140,4,23,59,0,0,0,0
160,1,3,4,3068,158,170,136,11,34,23,LAS,MCI,1140,5,17,,,,,
161,1,3,4,380,254,265,234,8,27,19,LAS,MCO,2039,6,14,,,,,
162,1,3,4,74,256,210,177,52,58,6,LAS,MDW,1521,62,17,6,0,46,0,0
165,1,3,4,396,197,210,177,-4,5,9,LAS,MDW,1521,8,12,,,,,
166,1,3,4,693,219,215,175,30,56,26,LAS,MDW,1521,23,21,0,0,4,0,26
167,1,3,4,823,200,205,181,14,33,19,LAS,MDW,1521,6,13,,,,,
169,1,3,4,1865,186,210,169,-16,-8,8,LAS,MDW,1521,6,11,,,,,
170,1,3,4,2025,192,200,171,26,60,34,LAS,MDW,1521,8,13,4,0,0,0,22
171,1,3,4,2450,187,200,168,77,167,90,LAS,MDW,1521,8,11,13,0,0,0,64
172,1,3,4,2794,185,200,171,72,159,87,LAS,MDW,1521,7,7,60,0,0,0,12
173,1,3,4,3232,193,215,177,22,66,44,LAS,MDW,1521,6,10,4,0,0,0,18
174,1,3,4,767,270,290,257,-2,16,18,LAS,MHT,2356,4,9,,,,,
176,1,3,4,3327,182,195,166,25,63,38,LAS,MSY,1501,4,12,3,0,0,0,22
179,1,3,4,127,91,95,74,5,14,9,LAS,OAK,407,4,13,,,,,
180,1,3,4,223,86,95,72,115,239,124,LAS,OAK,407,5,9,21,0,0,0,94
181,1,3,4,237,94,100,76,40,86,46,LAS,OAK,407,3,15,2,0,0,0,38
182,1,3,4,280,100,90,78,53,96,43,LAS,OAK,407,4,18,14,0,10,0,29
184,1,3,4,900,92,90,78,53,104,51,LAS,OAK,407,4,10,11,0,2,0,40
185,1,3,4,962,113,90,77,93,163,70,LAS,OAK,407,28,8,45,0,23,0,25
186,1,3,4,1011,95,95,79,13,26,13,LAS,OAK,407,4,12,,,,,
187,1,3,4,1258,91,90,71,11,21,10,LAS,OAK,407,3,17,,,,,
189,1,3,4,3135,94,90,81,19,34,15,LAS,OAK,407,3,10,15,0,4,0,0
191,1,3,4,86,144,140,116,11,18,7,LAS,OKC,987,4,24,,,,,
192,1,3,4,479,144,160,132,64,144,80,LAS,OMA,1099,3,9,38,0,0,0,26
193,1,3,4,875,137,155,125,71,160,89,LAS,OMA,1099,2,10,32,0,0,0,39
196,1,3,4,725,46,55,34,21,51,30,LAS,ONT,197,4,8,3,0,0,0,18
199,1,3,4,906,50,55,36,27,59,32,LAS,ONT,197,3,11,27,0,0,0,0
200,1,3,4,1493,50,50,36,58,116,58,LAS,ONT,197,5,9,0,0,20,0,38
201,1,3,4,1670,47,55,34,8,24,16,LAS,ONT,197,5,8,,,,,
202,1,3,4,2018,61,55,36,21,36,15,LAS,ONT,197,4,21,0,0,6,0,15
203,1,3,4,2730,52,55,32,35,73,38,LAS,ONT,197,3,17,0,0,0,0,35
204,1,3,4,3070,51,55,37,24,52,28,LAS,ONT,197,4,10,4,0,0,0,20
205,1,3,4,156,251,270,237,43,105,62,LAS,ORF,2155,4,10,13,0,0,0,30
206,1,3,4,700,126,140,112,7,28,21,LAS,PDX,762,4,10,,,,,
208,1,3,4,2354,141,145,106,29,62,33,LAS,PDX,762,22,13,24,0,0,0,5
209,1,3,4,2550,129,140,112,43,97,54,LAS,PDX,762,3,14,12,0,0,0,31
210,1,3,4,1285,269,290,245,21,63,42,LAS,PHL,2176,5,19,18,0,0,0,3
211,1,3,4,1843,261,285,244,-4,16,20,LAS,PHL,2176,4,13,,,,,
213,1,3,4,243,80,70,49,17,24,7,LAS,PHX,256,7,24,0,0,10,0,7
214,1,3,4,287,66,70,50,3,10,7,LAS,PHX,256,5,11,,,,,
215,1,3,4,504,59,65,47,1,8,7,LAS,PHX,256,4,8,,,,,
216,1,3,4,559,64,70,49,21,48,27,LAS,PHX,256,5,10,2,0,0,0,19
217,1,3,4,668,62,65,48,84,171,87,LAS,PHX,256,4,10,6,0,0,0,78
219,1,3,4,781,69,65,46,28,52,24,LAS,PHX,256,8,15,9,0,4,0,15
222,1,3,4,1403,57,60,43,43,89,46,LAS,PHX,256,5,9,2,0,0,0,41
223,1,3,4,1682,54,60,40,54,114,60,LAS,PHX,256,3,11,2,0,0,0,52
225,1,3,4,2726,64,65,46,30,61,31,LAS,PHX,256,5,13,16,0,0,0,14
226,1,3,4,2991,55,65,43,65,140,75,LAS,PHX,256,4,8,48,0,0,0,17
227,1,3,4,3517,68,75,49,20,47,27,LAS,PHX,256,5,14,2,0,0,0,18
228,1,3,4,3598,63,65,44,9,20,11,LAS,PHX,256,5,14,,,,,
230,1,3,4,512,229,245,210,24,64,40,LAS,PIT,1910,6,13,10,0,0,0,14
231,1,3,4,594,244,245,218,11,23,12,LAS,PIT,1910,7,19,,,,,
232,1,3,4,416,293,290,266,33,63,30,LAS,PVD,2363,4,23,6,0,3,0,24
233,1,3,4,170,256,260,231,12,28,16,LAS,RDU,2027,6,19,,,,,
234,1,3,4,1509,237,260,222,36,95,59,LAS,RDU,2027,2,13,27,0,0,0,9
235,1,3,4,239,74,85,60,35,81,46,LAS,RNO,345,4,10,11,0,0,0,24
236,1,3,4,298,66,80,54,19,52,33,LAS,RNO,345,4,8,9,0,0,0,10
238,1,3,4,675,84,80,57,15,26,11,LAS,RNO,345,14,13,0,0,4,0,11
239,1,3,4,709,83,80,55,32,61,29,LAS,RNO,345,7,21,26,0,3,0,3
240,1,3,4,891,76,75,61,34,67,33,LAS,RNO,345,3,12,8,0,1,0,25
241,1,3,4,1341,79,75,57,19,34,15,LAS,RNO,345,4,18,6,0,4,0,9
242,1,3,4,2273,74,75,56,56,113,57,LAS,RNO,345,4,14,0,0,0,0,56
244,1,3,4,2719,70,85,54,25,65,40,LAS,RNO,345,4,12,0,0,1,0,24
245,1,3,4,3430,84,80,57,22,40,18,LAS,RNO,345,4,23,8,0,4,0,10
246,1,3,4,3835,72,80,56,17,42,25,LAS,RNO,345,4,12,9,0,0,0,8
248,1,3,4,341,67,65,51,20,38,18,LAS,SAN,258,2,14,8,0,2,0,10
250,1,3,4,708,60,60,45,50,100,50,LAS,SAN,258,3,12,21,0,0,0,29
252,1,3,4,715,68,70,46,16,34,18,LAS,SAN,258,4,18,4,0,0,0,12
253,1,3,4,1037,59,65,46,0,6,6,LAS,SAN,258,2,11,,,,,
254,1,3,4,1254,61,60,44,11,21,10,LAS,SAN,258,4,13,,,,,
255,1,3,4,2186,66,60,44,65,124,59,LAS,SAN,258,4,18,5,0,6,0,54
256,1,3,4,2211,60,60,49,42,84,42,LAS,SAN,258,3,8,17,0,0,0,25
257,1,3,4,2357,61,65,48,34,72,38,LAS,SAN,258,3,10,9,0,0,0,25
258,1,3,4,2363,74,60,47,72,130,58,LAS,SAN,258,3,24,0,0,19,0,53
259,1,3,4,2449,58,60,45,51,104,53,LAS,SAN,258,3,10,12,0,0,0,39
261,1,3,4,3423,67,65,50,10,18,8,LAS,SAN,258,3,14,,,,,
262,1,3,4,120,144,155,126,0,11,11,LAS,SAT,1069,4,14,,,,,
263,1,3,4,802,134,150,122,31,78,47,LAS,SAT,1069,2,10,23,0,0,0,8
264,1,3,4,2113,140,150,127,-1,8,9,LAS,SAT,1069,4,9,,,,,
266,1,3,4,495,219,215,192,25,46,21,LAS,SDF,1624,9,18,18,0,4,0,3
267,1,3,4,340,145,165,129,-1,18,19,LAS,SEA,866,7,9,,,,,
268,1,3,4,563,144,160,129,-4,8,12,LAS,SEA,866,5,10,,,,,
270,1,3,4,2465,133,160,119,0,27,27,LAS,SEA,866,7,7,,,,,
271,1,3,4,488,99,95,75,35,66,31,LAS,SFO,414,3,21,0,0,22,0,13
272,1,3,4,619,99,95,76,63,122,59,LAS,SFO,414,3,20,0,0,54,0,9
273,1,3,4,2005,162,95,73,268,469,201,LAS,SFO,414,4,85,192,0,67,0,9
274,1,3,4,2788,103,95,88,88,168,80,LAS,SFO,414,4,11,0,0,63,0,25
276,1,3,4,3061,118,95,98,139,255,116,LAS,SFO,414,4,16,0,0,131,0,8
277,1,3,4,3575,88,95,72,176,359,183,LAS,SFO,414,4,12,0,0,176,0,0
278,1,3,4,12,85,85,71,32,64,32,LAS,SJC,386,4,10,4,0,0,0,28
280,1,3,4,400,87,80,70,39,71,32,LAS,SJC,386,4,13,2,0,7,0,30
282,1,3,4,774,87,80,69,41,75,34,LAS,SJC,386,8,10,34,0,7,0,0
283,1,3,4,783,94,85,68,54,99,45,LAS,SJC,386,5,21,10,0,9,0,35
286,1,3,4,3844,83,85,66,37,76,39,LAS,SJC,386,5,12,9,0,0,0,28
287,1,3,4,161,89,80,54,48,87,39,LAS,SLC,368,6,29,39,0,9,0,0
288,1,3,4,415,70,75,58,114,233,119,LAS,SLC,368,2,10,25,0,0,0,89
289,1,3,4,643,73,80,55,42,91,49,LAS,SLC,368,4,14,3,0,0,0,39
290,1,3,4,1166,75,75,58,23,46,23,LAS,SLC,368,3,14,4,0,0,0,19
291,1,3,4,1585,83,85,62,75,152,77,LAS,SLC,368,4,17,0,0,6,0,69
292,1,3,4,1660,68,80,55,12,36,24,LAS,SLC,368,2,11,,,,,
293,1,3,4,2533,72,75,55,59,121,62,LAS,SLC,368,4,13,0,0,10,0,49
295,1,3,4,94,81,85,66,35,74,39,LAS,SMF,397,5,10,25,0,0,0,10
296,1,3,4,584,90,90,74,19,38,19,LAS,SMF,397,6,10,19,0,0,0,0
298,1,3,4,641,85,85,67,51,102,51,LAS,SMF,397,6,12,9,0,0,0,42
299,1,3,4,2121,90,90,68,11,22,11,LAS,SMF,397,4,18,,,,,
300,1,3,4,2622,88,95,66,12,31,19,LAS,SMF,397,5,17,,,,,
301,1,3,4,3053,81,90,68,3,15,12,LAS,SMF,397,4,9,,,,,
302,1,3,4,3862,81,85,64,11,26,15,LAS,SMF,397,4,13,,,,,
305,1,3,4,433,57,65,40,49,106,57,LAS,SNA,226,7,10,16,0,0,0,33
306,1,3,4,1016,59,60,45,74,149,75,LAS,SNA,226,5,9,9,0,0,0,65
309,1,3,4,773,178,190,151,41,94,53,LAS,STL,1372,3,24,2,0,0,0,39
310,1,3,4,1050,171,190,150,9,37,28,LAS,STL,1372,4,17,,,,,
311,1,3,4,1583,169,180,157,34,79,45,LAS,STL,1372,3,9,22,0,0,0,12
312,1,3,4,3403,232,250,217,37,92,55,LAS,TPA,1984,5,10,29,0,0,0,8
313,1,3,4,574,158,150,126,76,144,68,LAS,TUL,1076,3,29,0,0,14,0,62
314,1,3,4,486,66,75,53,47,103,56,LAS,TUS,365,4,9,5,0,0,0,42
315,1,3,4,637,71,75,56,52,108,56,LAS,TUS,365,4,11,24,0,0,0,28
317,1,3,4,1918,75,75,55,21,42,21,LAS,TUS,365,3,17,8,0,0,0,13
318,1,3,4,3142,65,70,53,33,71,38,LAS,TUS,365,4,8,8,0,0,0,25
319,1,3,4,3572,75,75,54,28,56,28,LAS,TUS,365,3,18,0,0,0,0,28
320,1,3,4,230,95,105,81,15,40,25,LAX,ABQ,677,4,10,0,0,4,0,11
321,1,3,4,361,97,105,82,32,72,40,LAX,ABQ,677,6,9,0,0,11,0,21
322,1,3,4,397,103,105,80,11,24,13,LAX,ABQ,677,18,5,,,,,
324,1,3,4,304,160,170,148,-1,8,9,LAX,AUS,1242,5,7,,,,,
326,1,3,4,1107,215,225,203,42,94,52,LAX,BNA,1797,4,8,0,0,18,0,24
327,1,3,4,1324,215,225,200,22,54,32,LAX,BNA,1797,4,11,10,0,0,0,12
328,1,3,4,330,99,115,86,-6,4,10,LAX,ELP,714,3,10,,,,,
329,1,3,4,1671,96,110,85,96,206,110,LAX,ELP,714,3,8,5,0,0,0,91
330,1,3,4,2635,105,110,88,15,35,20,LAX,ELP,714,3,14,7,0,0,0,8
332,1,3,4,528,169,180,157,66,143,77,LAX,HOU,1390,4,8,11,0,0,0,55
334,1,3,4,3394,169,180,159,34,79,45,LAX,HOU,1390,3,7,6,0,0,0,28
335,1,3,4,416,53,65,41,24,60,36,LAX,LAS,236,4,8,18,0,0,0,6
336,1,3,4,479,68,65,47,33,63,30,LAX,LAS,236,3,18,16,0,3,0,14
337,1,3,4,495,56,65,41,3,15,12,LAX,LAS,236,8,7,,,,,
338,1,3,4,574,100,65,44,62,89,27,LAX,LAS,236,4,52,13,0,35,0,14
339,1,3,4,1004,56,60,42,51,106,55,LAX,LAS,236,6,8,0,0,4,0,47
340,1,3,4,1079,84,65,43,31,43,12,LAX,LAS,236,22,19,11,0,19,0,1
343,1,3,4,2021,76,65,42,36,61,25,LAX,LAS,236,25,9,7,0,11,0,18
345,1,3,4,2202,63,65,41,7,16,9,LAX,LAS,236,4,18,,,,,
346,1,3,4,2454,58,65,47,50,107,57,LAX,LAS,236,3,8,3,0,0,0,47
347,1,3,4,2809,55,60,43,25,55,30,LAX,LAS,236,4,8,0,0,0,0,25
348,1,3,4,3144,56,65,42,39,87,48,LAX,LAS,236,5,9,11,0,0,0,28
349,1,3,4,321,168,195,154,0,27,27,LAX,MCI,1363,5,9,,,,,
350,1,3,4,1668,164,195,156,-14,3,17,LAX,MCI,1363,3,5,,,,,
351,1,3,4,2208,174,190,159,37,90,53,LAX,MCI,1363,6,9,17,0,0,0,20
353,1,3,4,108,209,230,192,27,75,48,LAX,MDW,1750,7,10,5,0,0,0,22
355,1,3,4,245,210,235,201,-10,5,15,LAX,MDW,1750,4,5,,,,,
356,1,3,4,771,277,235,202,50,58,8,LAX,MDW,1750,64,11,0,0,42,0,8
357,1,3,4,1014,229,235,201,10,26,16,LAX,MDW,1750,21,7,,,,,
359,1,3,4,3588,210,235,195,11,47,36,LAX,MDW,1750,6,9,,,,,
360,1,3,4,184,72,75,62,27,57,30,LAX,OAK,337,3,7,0,0,0,0,27
361,1,3,4,303,83,75,66,72,136,64,LAX,OAK,337,4,13,0,0,13,0,59
362,1,3,4,418,111,75,63,59,82,23,LAX,OAK,337,4,44,0,0,36,0,23
363,1,3,4,420,75,75,65,19,38,19,LAX,OAK,337,4,6,12,0,0,0,7
364,1,3,4,430,76,75,65,23,45,22,LAX,OAK,337,5,6,7,0,1,0,15
365,1,3,4,440,90,75,67,48,81,33,LAX,OAK,337,5,18,6,0,15,0,27
366,1,3,4,724,78,75,65,49,95,46,LAX,OAK,337,4,9,0,0,3,0,46
367,1,3,4,810,77,75,64,33,64,31,LAX,OAK,337,4,9,0,0,2,0,31
368,1,3,4,829,78,75,63,30,57,27,LAX,OAK,337,4,11,0,0,3,0,27
369,1,3,4,1026,75,75,64,34,68,34,LAX,OAK,337,6,5,0,0,0,0,34
370,1,3,4,1032,77,75,64,22,42,20,LAX,OAK,337,5,8,0,0,2,0,20
371,1,3,4,1061,74,75,63,21,43,22,LAX,OAK,337,4,7,4,0,0,0,17
372,1,3,4,1135,83,75,71,118,228,110,LAX,OAK,337,4,8,0,0,8,3,107
374,1,3,4,1168,90,75,70,38,61,23,LAX,OAK,337,13,7,0,0,15,0,23
375,1,3,4,1414,88,75,67,21,29,8,LAX,OAK,337,5,16,5,0,13,0,3
378,1,3,4,2639,73,75,62,6,14,8,LAX,OAK,337,3,8,,,,,
379,1,3,4,3655,82,75,63,13,19,6,LAX,OAK,337,4,15,,,,,
381,1,3,4,90,70,75,56,4,13,9,LAX,PHX,370,5,9,,,,,
382,1,3,4,109,65,75,52,36,82,46,LAX,PHX,370,6,7,5,0,0,0,31
385,1,3,4,314,68,75,59,14,35,21,LAX,PHX,370,3,6,,,,,
386,1,3,4,386,65,70,56,70,145,75,LAX,PHX,370,4,5,0,0,0,0,70
387,1,3,4,463,63,75,53,2,16,14,LAX,PHX,370,3,7,,,,,
388,1,3,4,520,62,70,53,28,64,36,LAX,PHX,370,3,6,5,0,0,0,23
389,1,3,4,746,68,75,52,69,145,76,LAX,PHX,370,4,12,69,0,0,0,0
390,1,3,4,1058,61,75,50,21,56,35,LAX,PHX,370,4,7,15,0,0,0,6
391,1,3,4,1155,69,75,52,14,34,20,LAX,PHX,370,6,11,,,,,
392,1,3,4,2015,65,75,53,34,78,44,LAX,PHX,370,3,9,11,0,0,0,23
394,1,3,4,225,70,75,58,13,31,18,LAX,RNO,390,4,8,,,,,
395,1,3,4,1844,67,80,56,-5,3,8,LAX,RNO,390,5,6,,,,,
396,1,3,4,2360,70,80,60,12,34,22,LAX,RNO,390,3,7,,,,,
397,1,3,4,2624,156,165,141,0,9,9,LAX,SAT,1210,3,12,,,,,
400,1,3,4,593,77,80,65,203,409,206,LAX,SFO,337,6,6,0,0,203,0,0
402,1,3,4,646,91,85,70,129,252,123,LAX,SFO,337,5,16,0,24,6,0,99
403,1,3,4,656,83,80,67,118,233,115,LAX,SFO,337,3,13,0,0,5,0,113
404,1,3,4,680,76,80,63,131,266,135,LAX,SFO,337,5,8,0,0,131,0,0
405,1,3,4,776,71,80,60,184,377,193,LAX,SFO,337,7,4,184,0,0,0,0
406,1,3,4,173,74,65,54,74,139,65,LAX,SJC,308,5,15,14,0,9,0,51
407,1,3,4,232,69,65,53,35,66,31,LAX,SJC,308,3,13,0,0,18,0,17
408,1,3,4,343,67,65,56,58,114,56,LAX,SJC,308,5,6,21,0,2,0,35
410,1,3,4,769,60,65,48,24,53,29,LAX,SJC,308,5,7,0,0,9,0,15
